"행정구역","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_0~9세","2021년05월_남_10~19세","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_남_80~89세","2021년05월_남_90~99세","2021년05월_남_100세 이상","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_0~9세","2021년05월_여_10~19세","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년05월_여_80~89세","2021년05월_여_90~99세","2021년05월_여_100세 이상"
"경상북도 안동시 녹전면(4717043000)","904","904","20","29","37","47","82","158","271","165","84","11","0","830","830","11","32","26","23","41","115","212","177","171","22","0"
"경상북도 안동시 중구동(4717051000)","2,516","2,516","125","191","345","246","345","410","403","313","127","10","1","2,638","2,638","100","166","275","255","277","382","514","405","209","55","0"
"경상북도 안동시 명륜동(4717052000)","2,381","2,381","160","192","264","209","362","468","395","235","87","9","0","2,612","2,612","139","218","243","215","333","458","465","319","194","28","0"
"경상북도 안동시 용상동(4717055500)","11,027","11,027","969","1,230","1,683","1,287","1,748","1,761","1,341","693","293","21","1","11,138","11,138","899","1,103","1,313","1,234","1,768","1,705","1,517","925","575","99","0"
"경상북도 안동시 서구동(4717058500)","4,368","4,368","342","443","459","388","683","725","666","443","199","20","0","4,688","4,688","284","435","387","400","679","704","843","552","353","48","3"
"경상북도 안동시 태화동(4717060000)","6,544","6,544","448","500","774","812","978","1,087","1,037","638","255","14","1","6,604","6,604","448","439","596","694","856","1,111","1,209","777","404","66","4"
"경상북도 안동시 평화동(4717062000)","3,041","3,041","182","277","348","315","453","487","513","324","134","8","0","3,247","3,247","187","248","280","255","438","538","664","381","209","46","1"
"경상북도 안동시 안기동(4717063000)","3,074","3,074","177","284","365","301","419","561","550","310","97","10","0","3,127","3,127","157","265","304","258","413","591","635","331","144","28","1"
"경상북도 안동시 옥동(4717065000)","10,264","10,264","1,006","1,315","1,393","1,176","1,784","1,650","1,244","490","193","12","1","11,260","11,260","925","1,280","1,245","1,227","1,943","1,857","1,467","757","473","83","3"
"경상북도 안동시 송하동(4717066000)","7,835","7,835","804","892","1,030","1,048","1,246","1,285","1,015","360","143","12","0","8,290","8,290","705","846","894","1,033","1,334","1,451","1,068","528","356","72","3"
"경상북도 안동시 강남동(4717069000)","5,134","5,134","568","796","654","517","946","847","470","245","84","7","0","5,263","5,263","523","710","627","585","1,073","777","493","267","172","34","2"
"경상북도 구미시 (4719000000)","212,907","212,907","20,627","23,143","31,115","34,421","36,668","35,667","21,290","7,154","2,591","228","3","201,618","201,618","19,513","21,210","24,712","30,084","36,003","34,236","20,206","8,965","5,676","977","36"
"경상북도 구미시 선산읍(4719025000)","7,309","7,309","438","570","832","638","996","1,454","1,419","650","288","24","0","7,473","7,473","413","562","556","596","924","1,474","1,347","804","654","138","5"
"경상북도 구미시 고아읍(4719025300)","19,397","19,397","1,899","2,097","2,717","2,505","2,770","3,943","2,441","702","295","28","0","18,881","18,881","1,744","1,799","2,025","2,397","3,086","4,002","2,080","925","686","134","3"
"경상북도 구미시 산동읍(4719025600)","13,918","13,918","2,809","1,223","1,207","4,186","2,502","1,139","581","179","80","12","0","12,719","12,719","2,773","1,100","1,286","3,685","1,999","946","478","213","205","32","2"
"경상북도 구미시 무을면(4719031000)","924","924","21","27","62","48","81","210","258","129","77","11","0","925","925","22","30","39","33","45","147","229","166","182","32","0"
"경상북도 구미시 옥성면(4719032000)","873","873","6","21","70","49","93","177","238","131","82","6","0","819","819","6","31","30","24","45","142","198","140","171","31","1"
"경상북도 구미시 도개면(4719033000)","1,126","1,126","17","70","94","66","115","236","257","167","94","10","0","1,075","1,075","23","44","49","33","76","156","258","206","201","29","0"
"경상북도 구미시 해평면(4719034000)","2,120","2,120","34","74","167","140","256","480","506","270","178","15","0","1,947","1,947","30","76","109","73","147","330","427","389","316","47","3"
"경상북도 구미시 장천면(4719036000)","1,596","1,596","46","95","135","102","207","342","342","221","99","7","0","1,539","1,539","24","99","102","77","163","274","313","245","210","30","2"
"경상북도 구미시 송정동(4719051000)","11,968","11,968","866","1,239","1,815","1,803","1,827","2,092","1,604","575","142","4","1","12,264","12,264","883","1,176","1,552","1,562","2,000","2,361","1,801","621","268","39","1"
"경상북도 구미시 원평1동(4719052000)","2,091","2,091","35","48","264","282","400","506","372","147","35","2","0","1,657","1,657","34","47","212","223","304","325","281","150","61","19","1"
"경상북도 구미시 원평2동(4719053000)","1,490","1,490","39","69","179","157","191","293","339","165","51","7","0","1,362","1,362","34","50","105","81","119","259","357","229","112","15","1"
"경상북도 구미시 도량동(4719055100)","14,388","14,388","1,200","1,671","2,156","1,717","2,239","2,772","1,892","534","191","16","0","15,030","15,030","1,063","1,728","1,640","1,666","2,658","3,183","1,950","699","390","53","0"
"경상북도 구미시 지산동(4719055500)","1,133","1,133","31","61","130","95","152","246","270","113","35","0","0","1,061","1,061","41","60","80","57","119","222","262","125","79","15","1"
"경상북도 구미시 선주원남동(4719056500)","19,784","19,784","1,904","2,623","2,816","2,482","3,552","3,567","2,087","575","168","10","0","19,146","19,146","1,814","2,341","2,291","2,480","3,717","3,564","1,849","662","356","70","2"
"경상북도 구미시 형곡1동(4719058200)","7,119","7,119","541","846","1,078","823","1,057","1,410","940","335","85","4","0","7,269","7,269","498","729","837","805","1,308","1,565","964","351","188","23","1"
"경상북도 구미시 형곡2동(4719058300)","8,378","8,378","430","1,019","1,530","862","1,163","1,816","1,175","305","71","7","0","8,326","8,326","376","846","1,144","735","1,472","2,024","1,149","379","174","25","2"
"경상북도 구미시 신평1동(4719059000)","1,861","1,861","71","85","387","331","266","331","249","104","36","1","0","1,452","1,452","70","84","220","165","190","280","240","139","53","11","0"
"경상북도 구미시 신평2동(4719060000)","1,751","1,751","144","129","225","332","242","346","223","74","33","3","0","1,474","1,474","135","94","182","208","196","286","192","111","60","7","3"
"경상북도 구미시 비산동(4719061000)","6,955","6,955","858","552","1,025","1,573","1,137","1,102","524","153","29","2","0","6,272","6,272","823","544","827","1,222","1,038","1,090","493","140","82","13","0"
"경상북도 구미시 광평동(4719063000)","2,343","2,343","172","167","363","419","422","405","248","114","29","4","0","2,034","2,034","152","178","263","267","338","415","248","114","51","7","1"
"경상북도 구미시 상모사곡동(4719064500)","16,154","16,154","1,371","1,944","2,681","2,374","2,930","3,219","1,191","324","107","12","1","14,854","14,854","1,401","1,783","2,007","1,979","3,126","2,797","1,051","425","240","45","0"
"경상북도 구미시 임오동(4719066000)","9,828","9,828","1,085","1,352","1,349","1,494","1,919","1,708","688","166","61","6","0","8,998","8,998","1,031","1,151","1,048","1,411","1,934","1,449","588","237","125","23","1"
"경상북도 구미시 인동동(4719067000)","24,923","24,923","2,447","3,096","3,920","4,436","4,858","3,636","1,811","531","170","18","0","23,228","23,228","2,147","2,822","3,212","3,917","4,638","3,397","1,806","786","434","68","1"
"경상북도 구미시 진미동(4719068000)","8,860","8,860","468","539","2,144","2,566","1,555","975","429","146","31","7","0","7,539","7,539","449","527","2,088","1,742","1,196","788","461","179","87","20","2"
"경상북도 구미시 양포동(4719069000)","24,192","24,192","3,379","3,418","3,360","4,335","5,321","2,926","1,014","308","118","12","1","22,310","22,310","3,259","3,198","2,530","4,188","4,860","2,461","1,008","482","277","45","2"
"경상북도 구미시 공단동(4719070000)","2,426","2,426","316","108","409","606","417","336","192","36","6","0","0","1,964","1,964","268","111","278","458","305","299","176","48","14","6","1"
"경상북도 영주시 (4721000000)","50,878","50,878","3,072","4,569","5,637","4,458","7,020","9,015","9,056","5,329","2,486","227","9","51,628","51,628","2,848","4,152","3,985","3,864","6,570","8,537","9,819","6,410","4,554","848","41"
"경상북도 영주시 풍기읍(4721025000)","5,310","5,310","234","399","590","399","643","911","1,165","642","297","27","3","5,382","5,382","227","347","364","340","543","903","1,198","790","548","115","7"
"경상북도 영주시 이산면(4721031000)","1,211","1,211","25","50","112","62","102","267","303","172","111","7","0","1,137","1,137","30","48","60","50","78","197","274","176","188","36","0"
"경상북도 영주시 평은면(4721032000)","731","731","16","25","59","23","66","139","181","134","77","11","0","714","714","6","30","24","21","31","113","165","148","144","30","2"
"경상북도 영주시 문수면(4721033000)","999","999","29","45","87","67","100","176","257","140","87","11","0","952","952","25","40","48","41","60","155","209","166","160","46","2"
"경상북도 영주시 장수면(4721034000)","1,106","1,106","27","50","102","70","102","196","277","173","99","10","0","1,080","1,080","25","50","59","39","75","161","251","194","175","48","3"
"경상북도 영주시 안정면(4721035000)","1,516","1,516","39","70","116","98","157","256","385","253","129","13","0","1,475","1,475","41","53","70","52","92","227","362","274","249","54","1"
"경상북도 영주시 봉현면(4721036000)","1,389","1,389","30","66","101","71","153","256","376","231","90","13","2","1,340","1,340","37","61","66","53","100","233","364","218","178","26","4"
"경상북도 영주시 순흥면(4721037000)","1,012","1,012","19","42","83","52","77","189","294","157","92","6","1","1,006","1,006","18","30","48","31","59","169","274","188","153","35","1"
"경상북도 영주시 단산면(4721038000)","928","928","13","32","74","49","89","173","258","145","85","9","1","934","934","11","28","29","30","55","153","215","185","194","34","0"
"경상북도 영주시 부석면(4721039000)","1,521","1,521","31","59","76","82","131","296","419","274","139","14","0","1,538","1,538","25","54","55","54","71","245","438","291","255","49","1"
"경상북도 영주시 상망동(4721051000)","3,838","3,838","242","481","458","302","595","700","559","340","155","6","0","3,849","3,849","220","423","286","271","634","629","628","430","262","65","1"
"경상북도 영주시 하망동(4721052500)","2,963","2,963","176","294","341","253","413","582","473","285","134","11","1","3,232","3,232","165","278","269","212","436","555","591","433","260","29","4"
"경상북도 영주시 영주1동(4721055000)","1,934","1,934","85","138","185","144","244","371","382","250","119","16","0","2,040","2,040","64","152","124","129","219","298","480","328","216","26","4"
"경상북도 영주시 영주2동(4721056000)","1,702","1,702","101","131","159","126","201","321","331","229","95","8","0","1,842","1,842","69","112","126","123","206","304","423","285","162","31","1"
"경상북도 영주시 휴천1동(4721059000)","3,287","3,287","242","450","427","253","537","613","393","257","103","12","0","3,344","3,344","240","406","275","253","589","591","473","298","194","23","2"
"경상북도 영주시 휴천2동(4721060000)","4,060","4,060","212","334","540","388","540","723","683","441","185","14","0","4,179","4,179","222","290","421","297","505","804","825","504","268","40","3"
"경상북도 영주시 휴천3동(4721061000)","3,934","3,934","216","364","552","334","496","776","669","374","138","15","0","3,972","3,972","203","312","371","292","524","792","774","404","252","47","1"
"경상북도 영주시 가흥1동(4721062000)","9,596","9,596","1,064","1,118","1,126","1,278","1,778","1,409","1,053","526","227","16","1","9,461","9,461","971","1,064","866","1,211","1,670","1,288","1,197","713","412","68","1"
"경상북도 영주시 가흥2동(4721063000)","3,841","3,841","271","421","449","407","596","661","598","306","124","8","0","4,151","4,151","249","374","424","365","623","720","678","385","284","46","3"
"경상북도 영천시 (4723000000)","52,047","52,047","2,877","3,637","6,049","5,044","6,863","9,703","9,698","5,665","2,315","191","5","50,147","50,147","2,796","3,085","4,073","4,238","5,625","8,449","9,487","6,950","4,791","635","18"
"경상북도 영천시 금호읍(4723025000)","5,733","5,733","203","297","538","430","713","1,279","1,220","739","291","22","1","5,215","5,215","198","184","407","333","517","946","1,139","858","567","65","1"
"경상북도 영천시 청통면(4723031000)","2,122","2,122","59","75","171","171","222","397","544","351","123","9","0","1,958","1,958","46","60","110","108","130","329","504","366","267","37","1"
"경상북도 영천시 신녕면(4723032000)","1,885","1,885","58","105","135","118","186","366","468","299","142","7","1","1,961","1,961","46","107","81","86","150","274","489","396","282","50","0"
"경상북도 영천시 화산면(4723033000)","1,675","1,675","41","55","128","98","158","342","433","284","123","13","0","1,527","1,527","31","38","46","78","102","225","352","338","283","33","1"
"경상북도 영천시 화북면(4723034000)","1,109","1,109","38","52","64","55","100","214","312","175","94","4","1","1,117","1,117","24","43","51","38","65","184","271","208","195","37","1"
"경상북도 영천시 화남면(4723035000)","1,677","1,677","38","99","110","103","154","330","439","285","107","12","0","1,520","1,520","39","35","63","62","80","257","402","316","228","37","1"
"경상북도 영천시 자양면(4723036000)","604","604","6","21","46","25","41","131","180","95","54","5","0","612","612","7","17","37","15","26","127","134","129","104","15","1"
"경상북도 영천시 임고면(4723037000)","2,137","2,137","59","77","157","117","222","399","502","393","190","21","0","2,088","2,088","54","65","102","99","134","311","506","472","306","39","0"
"경상북도 영천시 고경면(4723038000)","3,267","3,267","131","115","760","258","317","452","621","425","174","14","0","2,621","2,621","116","101","191","180","195","392","544","484","376","41","1"
"경상북도 영천시 북안면(4723039000)","2,302","2,302","36","67","156","141","240","442","605","424","178","12","1","2,144","2,144","41","63","104","86","153","333","526","432","351","52","3"
"경상북도 영천시 대창면(4723040000)","1,642","1,642","42","41","120","125","164","342","458","232","107","10","1","1,454","1,454","42","42","88","67","80","225","400","274","207","29","0"
"경상북도 영천시 동부동(4723051000)","14,101","14,101","1,195","1,505","1,944","1,776","2,261","2,553","1,790","785","270","22","0","14,543","14,543","1,207","1,327","1,477","1,649","2,290","2,576","2,110","1,104","716","82","5"
"경상북도 영천시 중앙동(4723052000)","4,929","4,929","382","474","708","578","791","827","681","345","134","9","0","4,832","4,832","346","465","542","522","677","862","651","468","260","38","1"
"경상북도 영천시 서부동(4723053500)","2,363","2,363","74","144","267","214","306","473","475","292","108","10","0","2,382","2,382","82","135","222","165","223","394","500","394","239","27","1"
"경상북도 영천시 완산동(4723054000)","4,267","4,267","388","405","502","584","690","685","571","308","124","10","0","4,285","4,285","405","320","412","573","621","691","603","428","212","19","1"
"경상북도 영천시 남부동(4723055500)","2,234","2,234","127","105","243","251","298","471","399","233","96","11","0","1,888","1,888","112","83","140","177","182","323","356","283","198","34","0"
"경상북도 상주시 (4725000000)","47,254","47,254","2,624","3,911","4,566","3,879","5,944","8,726","9,242","5,397","2,714","248","3","49,083","49,083","2,438","3,551","3,306","3,339","5,257","7,712","9,528","7,001","5,828","1,089","34"
"경상북도 상주시 함창읍(4725025000)","3,107","3,107","151","240","220","249","372","566","680","390","218","20","1","3,365","3,365","122","289","163","178","333","488","685","545","475","82","5"
"경상북도 상주시 중동면(4725031000)","688","688","27","27","40","42","74","143","156","121","55","3","0","715","715","14","32","27","29","29","92","158","173","138","23","0"
"경상북도 상주시 사벌국면(4725032500)","1,884","1,884","53","100","120","123","215","358","477","270","155","13","0","1,975","1,975","54","61","69","88","111","266","435","384","425","78","4"
"경상북도 상주시 낙동면(4725033000)","1,452","1,452","44","78","97","76","141","268","357","240","136","15","0","1,513","1,513","41","75","63","39","96","211","306","310","301","68","3"
"경상북도 상주시 낙동면동부출장소(4725033500)","491","491","15","14","34","21","46","119","119","71","47","5","0","506","506","14","19","19","15","29","80","119","79","118","14","0"
"경상북도 상주시 청리면(4725034000)","1,281","1,281","47","63","92","82","127","234","317","190","118","11","0","1,340","1,340","39","32","45","67","68","188","323","275","254","47","2"
"경상북도 상주시 공성면(4725035000)","1,952","1,952","45","135","120","109","195","335","485","333","177","18","0","2,005","2,005","49","91","67","84","102","287","504","408","344","67","2"
"경상북도 상주시 외남면(4725036000)","826","826","27","42","45","37","93","169","200","127","78","8","0","829","829","28","25","32","39","42","114","186","169","158","36","0"
"경상북도 상주시 내서면(4725037000)","979","979","21","45","56","58","70","199","292","151","83","4","0","944","944","30","30","42","36","57","165","227","174","160","23","0"
"경상북도 상주시 모동면(4725038000)","1,293","1,293","52","75","101","65","148","258","333","163","91","7","0","1,273","1,273","42","73","53","65","99","239","319","215","138","27","3"
"경상북도 상주시 모서면(4725039000)","885","885","27","33","69","55","89","187","236","115","64","10","0","861","861","32","31","29","34","60","140","210","164","138","23","0"
"경상북도 상주시 모서면서부출장소(4725039500)","366","366","15","21","16","21","37","70","110","47","29","0","0","390","390","10","18","13","23","21","74","90","63","67","11","0"
"경상북도 상주시 화동면(4725040000)","987","987","28","55","53","59","103","211","243","155","73","7","0","975","975","29","46","47","43","59","163","224","184","138","42","0"
"경상북도 상주시 화서면(4725041000)","1,352","1,352","80","68","77","94","138","269","324","175","116","11","0","1,420","1,420","65","76","59","82","111","251","311","235","203","27","0"
"경상북도 상주시 화북면(4725042000)","613","613","15","28","30","40","64","146","143","83","59","5","0","605","605","9","33","35","20","52","109","142","102","85","17","1"
"경상북도 상주시 화북면서부출장소(4725042600)","171","171","2","5","9","5","15","42","56","23","14","0","0","160","160","3","5","4","4","9","27","44","29","30","5","0"
"경상북도 상주시 외서면(4725043000)","1,277","1,277","37","77","68","75","156","263","297","196","100","8","0","1,422","1,422","50","71","49","60","122","213","314","253","246","42","2"
"경상북도 상주시 은척면(4725044000)","524","524","8","26","18","18","49","91","154","99","58","3","0","609","609","12","18","21","14","30","70","153","151","114","24","2"
"경상북도 상주시 은척면북부출장소(4725044500)","199","199","2","13","7","6","13","48","41","34","32","3","0","178","178","7","6","3","2","9","23","36","35","49","8","0"
"경상북도 상주시 공검면(4725045000)","1,009","1,009","13","44","63","64","106","158","274","180","97","10","0","1,117","1,117","20","49","30","33","60","138","266","228","241","51","1"
"경상북도 상주시 이안면(4725046000)","981","981","35","39","54","41","107","178","221","179","106","21","0","1,050","1,050","21","48","37","27","80","122","216","231","220","46","2"
"경상북도 상주시 화남면(4725047000)","394","394","15","16","18","12","40","93","102","65","29","4","0","417","417","15","16","28","22","25","66","86","73","66","20","0"
"경상북도 상주시 남원동(4725052000)","5,870","5,870","440","719","705","647","840","1,009","854","481","163","12","0","6,134","6,134","424","566","549","572","904","1,047","1,019","619","364","68","2"
"경상북도 상주시 북문동(4725053000)","4,506","4,506","356","446","544","519","670","804","718","314","129","6","0","4,509","4,509","356","383","432","481","679","734","750","392","252","50","0"
"경상북도 상주시 계림동(4725054000)","3,872","3,872","291","418","422","440","598","681","560","315","138","9","0","4,256","4,256","292","418","332","383","581","716","677","450","355","49","3"
"경상북도 상주시 동문동(4725055000)","3,997","3,997","300","366","478","376","526","817","601","374","142","16","1","4,222","4,222","258","387","372","357","599","696","714","467","318","52","2"
"경상북도 상주시 동성동(4725056000)","1,741","1,741","95","181","177","131","260","317","279","204","94","3","0","1,828","1,828","66","156","122","120","216","293","375","268","174","38","0"
"경상북도 상주시 신흥동(4725057000)","4,557","4,557","383","537","833","414","652","693","613","302","113","16","1","4,465","4,465","336","497","564","422","674","700","639","325","257","51","0"
"경상북도 문경시 (4728000000)","35,175","35,175","2,045","3,046","3,571","2,954","4,636","6,208","6,716","3,973","1,839","171","16","36,416","36,416","1,909","2,541","2,724","2,640","4,013","5,735","7,083","5,191","3,864","671","45"
"경상북도 문경시 문경읍(4728025000)","2,847","2,847","99","193","234","204","330","537","638","399","195","14","4","3,016","3,016","105","174","150","155","273","488","671","562","369","62","7"
"경상북도 문경시 문경읍갈평출장소(4728025100)","569","569","18","34","45","27","53","131","142","79","36","4","0","548","548","19","28","23","21","40","97","132","93","79","16","0"
"경상북도 문경시 가은읍(4728025300)","1,562","1,562","50","86","102","83","144","283","390","249","154","21","0","1,661","1,661","56","57","67","71","114","248","349","331","308","56","4"
"경상북도 문경시 가은읍북부출장소(4728025400)","449","449","6","23","18","18","47","112","129","64","32","0","0","409","409","6","16","18","28","32","75","82","80","56","15","1"
"경상북도 문경시 영순면(4728031000)","1,304","1,304","25","188","89","54","113","198","304","194","125","14","0","1,184","1,184","30","99","57","37","71","136","284","197","226","47","0"
"경상북도 문경시 산양면(4728032000)","1,556","1,556","48","63","131","87","175","271","369","245","153","14","0","1,539","1,539","45","65","65","77","84","203","367","289","275","66","3"
"경상북도 문경시 호계면(4728033000)","1,154","1,154","19","93","138","58","102","217","281","148","90","8","0","1,260","1,260","21","73","199","44","75","164","256","207","185","36","0"
"경상북도 문경시 산북면(4728034000)","1,379","1,379","34","55","101","70","134","274","353","221","123","12","2","1,402","1,402","23","48","56","43","83","204","307","288","299","48","3"
"경상북도 문경시 동로면(4728035000)","1,020","1,020","44","42","59","56","104","185","308","138","77","7","0","954","954","41","36","36","42","66","173","211","178","147","24","0"
"경상북도 문경시 마성면(4728036000)","1,709","1,709","45","70","126","121","185","351","382","282","132","12","3","1,894","1,894","54","53","93","88","103","274","394","410","366","54","5"
"경상북도 문경시 농암면(4728037000)","1,225","1,225","41","45","80","73","111","250","330","193","86","14","2","1,431","1,431","36","42","49","58","72","249","354","274","241","51","5"
"경상북도 문경시 점촌1동(4728057000)","2,868","2,868","208","233","309","301","388","467","507","316","130","9","0","2,987","2,987","160","179","222","267","316","514","657","416","229","23","4"
"경상북도 문경시 점촌2동(4728058000)","3,467","3,467","226","307","372","346","462","561","627","417","140","7","2","3,663","3,663","214","273","257","294","399","560","795","526","293","45","7"
"경상북도 문경시 점촌3동(4728059000)","4,502","4,502","345","498","505","404","691","753","725","394","166","20","1","4,540","4,540","289","364","339","382","631","778","857","539","315","42","4"
"경상북도 문경시 점촌4동(4728060000)","1,589","1,589","55","94","124","142","193","302","344","237","93","4","1","1,571","1,571","72","63","80","109","118","219","357","287","228","36","2"
"경상북도 문경시 점촌5동(4728061000)","7,975","7,975","782","1,022","1,138","910","1,404","1,316","887","397","107","11","1","8,357","8,357","738","971","1,013","924","1,536","1,353","1,010","514","248","50","0"
"경상북도 경산시 (4729000000)","133,807","133,807","10,199","11,788","19,905","17,778","21,285","22,722","17,776","8,809","3,283","256","6","132,081","132,081","9,836","11,021","16,452","15,240","20,254","22,582","18,529","10,929","6,296","916","26"
"경상북도 경산시 하양읍(4729025000)","12,917","12,917","849","1,419","2,208","1,405","1,964","2,164","1,609","903","371","24","1","12,756","12,756","767","1,284","1,697","1,140","2,054","2,078","1,710","1,236","700","87","3"
"경상북도 경산시 진량읍(4729025300)","18,873","18,873","1,209","1,731","3,109","2,211","3,244","3,738","2,212","990","393","36","0","17,260","17,260","1,127","1,701","2,275","1,681","2,993","3,249","2,045","1,315","784","87","3"
"경상북도 경산시 압량읍(4729025600)","11,063","11,063","1,198","636","1,736","2,283","1,770","1,423","1,215","564","220","18","0","9,757","9,757","1,077","557","1,396","1,764","1,260","1,371","1,177","653","438","61","3"
"경상북도 경산시 와촌면(4729031000)","3,165","3,165","87","143","301","270","378","671","743","401","158","12","1","2,709","2,709","68","123","183","198","229","499","651","408","301","49","0"
"경상북도 경산시 자인면(4729033000)","2,804","2,804","70","125","261","239","372","511","693","387","138","8","0","2,714","2,714","67","117","194","153","228","492","641","452","318","49","3"
"경상북도 경산시 용성면(4729034000)","1,749","1,749","37","53","134","127","175","327","480","288","118","10","0","1,573","1,573","40","51","70","75","98","248","379","319","251","41","1"
"경상북도 경산시 남산면(4729035000)","1,928","1,928","58","76","162","130","213","386","495","278","117","13","0","1,802","1,802","63","75","99","90","148","309","406","293","262","54","3"
"경상북도 경산시 남천면(4729037000)","1,529","1,529","49","55","146","112","159","323","349","242","80","12","2","1,440","1,440","35","49","90","72","114","258","358","258","174","32","0"
"경상북도 경산시 중방동(4729051000)","4,771","4,771","263","298","788","606","611","888","841","366","104","6","0","5,047","5,047","270","281","733","542","642","992","924","417","215","31","0"
"경상북도 경산시 중앙동(4729052000)","3,222","3,222","115","218","525","397","410","627","553","258","112","7","0","3,264","3,264","97","181","446","271","382","632","598","387","243","26","1"
"경상북도 경산시 남부동(4729053000)","9,794","9,794","973","1,080","1,085","1,333","1,766","1,447","1,196","661","234","19","0","10,130","10,130","964","896","959","1,250","1,760","1,560","1,427","852","397","64","1"
"경상북도 경산시 서부1동(4729054100)","17,113","17,113","1,278","1,893","2,249","1,854","2,983","2,956","2,340","1,094","433","33","0","18,801","18,801","1,379","1,982","2,123","1,960","3,170","3,229","2,610","1,492","739","114","3"
"경상북도 경산시 서부2동(4729054200)","16,666","16,666","1,840","1,386","2,276","2,630","2,615","2,704","1,906","956","325","27","1","18,023","18,023","1,907","1,414","2,041","2,654","2,838","3,161","2,248","1,162","533","63","2"
"경상북도 경산시 북부동(4729055000)","8,788","8,788","519","410","2,054","1,672","1,276","1,319","924","460","146","8","0","7,342","7,342","444","372","1,696","1,086","900","1,136","948","456","259","45","0"
"경상북도 경산시 동부동(4729056000)","19,425","19,425","1,654","2,265","2,871","2,509","3,349","3,238","2,220","961","334","23","1","19,463","19,463","1,531","1,938","2,450","2,304","3,438","3,368","2,407","1,229","682","113","3"
"경상북도 군위군 (4772000000)","11,737","11,737","342","507","878","717","1,219","2,340","2,908","1,853","902","70","1","11,205","11,205","297","420","561","532","857","1,803","2,575","2,133","1,751","263","13"
"경상북도 군위군 군위읍(4772025000)","4,189","4,189","221","320","414","332","577","812","789","486","220","17","1","3,913","3,913","180","244","282","270","500","662","740","555","415","60","5"
"경상북도 군위군 소보면(4772031000)","1,180","1,180","17","27","58","55","88","256","315","214","139","11","0","1,103","1,103","20","20","38","45","46","179","261","230","229","33","2"
"경상북도 군위군 효령면(4772032000)","1,916","1,916","45","61","150","92","184","378","555","317","126","8","0","1,819","1,819","39","66","98","84","106","302","443","361","278","41","1"
"경상북도 군위군 부계면(4772033000)","1,042","1,042","23","30","89","66","83","213","282","159","89","8","0","979","979","15","12","45","35","51","183","248","198","161","31","0"
"경상북도 군위군 우보면(4772034000)","990","990","5","14","61","48","89","196","275","196","98","8","0","973","973","9","23","36","26","37","148","243","222","202","26","1"
"경상북도 군위군 의흥면(4772035000)","1,138","1,138","13","33","47","62","105","222","294","233","119","10","0","1,213","1,213","24","33","40","43","58","162","315","274","231","29","4"
"경상북도 군위군 산성면(4772036000)","586","586","9","10","24","29","43","127","169","109","59","7","0","575","575","5","13","8","14","23","68","152","144","131","17","0"
"경상북도 군위군 삼국유사면(4772038000)","696","696","9","12","35","33","50","136","229","139","52","1","0","630","630","5","9","14","15","36","99","173","149","104","26","0"
"경상북도 의성군 (4773000000)","25,048","25,048","984","1,152","1,764","1,745","2,666","4,567","6,050","3,889","2,042","186","3","26,113","26,113","880","1,073","1,281","1,377","1,887","3,847","5,955","4,957","4,187","643","26"
"경상북도 의성군 의성읍(4773025000)","6,442","6,442","418","531","622","583","898","1,125","1,201","741","295","28","0","6,712","6,712","357","484","481","550","817","1,022","1,336","950","616","98","1"
"경상북도 의성군 단촌면(4773031000)","956","956","16","35","52","59","90","183","282","141","95","3","0","972","972","10","22","30","26","45","132","271","218","191","25","2"
"경상북도 의성군 점곡면(4773032000)","789","789","22","19","42","50","67","135","220","149","78","7","0","820","820","16","18","25","25","32","114","216","175","171","28","0"
"경상북도 의성군 옥산면(4773033000)","878","878","19","24","43","43","82","183","262","144","73","5","0","888","888","9","28","41","20","44","154","239","191","142","20","0"
"경상북도 의성군 사곡면(4773034000)","749","749","11","23","28","27","75","146","216","139","75","9","0","810","810","10","15","31","19","31","130","214","156","170","34","0"
"경상북도 의성군 춘산면(4773035000)","757","757","17","29","42","43","38","127","261","124","70","6","0","720","720","24","20","15","29","30","124","192","146","116","23","1"
"경상북도 의성군 가음면(4773036000)","725","725","23","16","28","37","58","125","241","115","77","5","0","730","730","12","24","21","35","36","110","182","154","129","24","3"
"경상북도 의성군 금성면(4773037000)","2,076","2,076","76","70","131","119","204","355","534","379","178","29","1","2,152","2,152","56","62","90","93","140","295","509","466","370","67","4"
"경상북도 의성군 봉양면(4773038000)","1,892","1,892","68","67","151","136","210","377","445","290","130","18","0","2,006","2,006","72","59","115","126","134","300","497","355","295","49","4"
"경상북도 의성군 비안면(4773039000)","1,246","1,246","40","22","72","79","123","229","327","231","114","9","0","1,317","1,317","50","22","44","54","65","191","321","264","266","38","2"
"경상북도 의성군 구천면(4773040000)","892","892","19","25","46","59","79","165","248","151","93","7","0","898","898","25","18","39","36","33","129","224","181","186","27","0"
"경상북도 의성군 단밀면(4773041000)","852","852","20","28","56","55","79","160","193","151","105","5","0","870","870","15","31","28","35","43","130","197","186","182","22","1"
